# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SLC25A17	SLC25A17	NM_001282727.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A17	SLC25A17	NM_006358.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A17	SLC25A17	NR_104235.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A17	SLC25A17	NR_104236.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A17	SLC25A17	NR_104237.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A17	SLC25A17	NR_104238.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A18	SLC25A18	NM_001303484.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
SLC25A18	SLC25A18	NM_031481.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
SLC2A11	SLC2A11.2	NM_001024938.4.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC2A11	SLC2A11.2	NM_001024939.4.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC2A11	SLC2A11.2	NM_001282864.1.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC2A11	SLC2A11.2	NM_030807.5.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC2A11	SLC2A11.2	NR_104247.2.2		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC2A11	SLC2A11.2	NR_104248.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC5A1	SLC5A1	NM_000343.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
SLC5A1	SLC5A1	NM_001256314.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC5A4-AS1	SLC5A4-AS1	NR_149072.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC7A4	SLC7A4	NM_004173.3	protein_coding	0	1	3	3	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0
SMARCB1	SMARCB1	NM_001007468.3	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2
SMARCB1	SMARCB1	NM_001317946.2.2	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2
SMARCB1	SMARCB1	NM_001362877.2.2	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2
SMARCB1	SMARCB1	NM_003073.5	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2
SMC1B	SMC1B	NM_001291501.2	protein_coding	0	1	1	8	0	0	0	0	0	0	0	2	0	6	1	0	0	1	0	0	0	1
SMC1B	SMC1B	NM_148674.5	protein_coding	0	2	1	7	0	0	0	0	0	0	0	2	0	5	1	0	0	1	0	0	1	1
SMTN	SMTN	NM_001207017.1	protein_coding	0	0	1	10	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0	0
SMTN	SMTN	NM_001207018.1	protein_coding	0	0	1	10	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0	0
SMTN	SMTN	NM_006932.5	protein_coding	0	0	1	10	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0	0
SMTN	SMTN	NM_134269.3	protein_coding	0	0	1	10	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0	0
SMTN	SMTN	NM_134270.3	protein_coding	0	0	1	10	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0	0
SNAP29	SNAP29	NM_004782.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SNORA77B	SNORA77B	NR_145765.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SNORA92	SNORA92	NR_132774.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SNORD125	SNORD125	NR_003686.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SNORD139	SNORD139	NR_000026.1		0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
SNORD43	SNORD43	NR_002439.1		0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
SNORD83A	SNORD83A	NR_000027.1		0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
SNORD83B	SNORD83B	NR_000028.1		0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
SNRPD3	SNRPD3	NM_001278656.1	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
SNRPD3	SNRPD3	NM_004175.5	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
SNRPD3	SNRPD3	NR_103819.1		0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
SNU13	SNU13	NM_001003796.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1
SNU13	SNU13	NM_005008.4	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1
SOX10	SOX10	NM_006941.4	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SPECC1L	SPECC1L	NM_001145468.3	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0
SPECC1L	SPECC1L	NM_001254732.2	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0
SPECC1L	SPECC1L	NM_001254733.1	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SPECC1L	SPECC1L	NM_015330.5	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0
SPECC1L-ADORA2A	SPECC1L-ADORA2A	NR_103546.1		0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0
SREBF2	SREBF2	NM_004599.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SREBF2	SREBF2	NR_103834.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SRRD	SRRD	NM_001013694.3	protein_coding	0	0	1	7	0	0	0	0	0	0	0	3	0	3	1	0	0	0	0	0	0	1
SSTR3	SSTR3	NM_001051.5	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SSTR3	SSTR3	NM_001278687.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ST13	ST13	NM_001278589.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ST13	ST13	NM_003932.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SULT4A1	SULT4A1	NM_014351.4	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
SUN2	SUN2	NM_001199579.2	protein_coding	0	1	2	7	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	1	0
SUN2	SUN2	NM_001199580.2	protein_coding	0	1	2	7	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	1	0
SUN2	SUN2	NM_015374.3	protein_coding	0	1	2	7	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	1	0
SUSD2	SUSD2	NM_019601.4	protein_coding	0	0	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
SYCE3	SYCE3	NM_001123225.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
SYN3	SYN3	NM_001135774.2	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_001369907.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_001369908.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_001369909.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_001369910.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_003490.4	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0
SYN3	SYN3	NM_133633.3	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0
SYNGR1	SYNGR1	NM_004711.5	protein_coding	0	0	1	3	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
SYNGR1	SYNGR1	NM_145731.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
SYNGR1	SYNGR1	NM_145738.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
TAB1	TAB1	NM_006116.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
TAB1	TAB1	NM_153497.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
TAFA5	TAFA5	NM_001082967.3	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0
TAFA5	TAFA5	NM_015381.7	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0
TANGO2	TANGO2	NM_001283106.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283116.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283129.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283148.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283154.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283179.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283186.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283199.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283215.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283235.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001283248.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322141.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322142.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322143.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322144.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322145.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322146.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322147.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322148.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322149.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322150.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322153.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322155.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322160.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322163.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322166.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322167.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322169.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322171.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322172.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322173.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322174.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_001322175.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NM_152906.7	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TANGO2	TANGO2	NR_104274.2		0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0
TANGO2	TANGO2	NR_104275.2		0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0
TANGO2	TANGO2	NR_136206.1		0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0
TANGO2	TANGO2	NR_136211.1		0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0
TANGO2	TANGO2	NR_136212.1		0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0
TBC1D10A	TBC1D10A	NM_001204240.2	protein_coding	0	1	1	4	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	1	0
TBC1D10A	TBC1D10A	NM_031937.3	protein_coding	0	1	1	4	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	1	0
TBC1D22A	TBC1D22A	NM_001284303.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
TBC1D22A	TBC1D22A	NM_001284304.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
TBC1D22A	TBC1D22A	NM_001284305.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
TBC1D22A	TBC1D22A	NM_014346.5	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
TBC1D22A	TBC1D22A	NR_104292.1		0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
TBX1	TBX1	NM_005992.1	protein_coding	0	4	0	4	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	3	0
TBX1	TBX1	NM_080646.1	protein_coding	0	4	1	3	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	3	0
TBX1	TBX1	NM_080647.1	protein_coding	0	4	1	2	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	3	0
TCF20	TCF20.2	NM_005650.3	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
TCF20	TCF20.2	NM_181492.2.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
TCN2	TCN2	NM_000355.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TCN2	TCN2	NM_001184726.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TEF	TEF	NM_001145398.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TEX33	TEX33	NM_001163857.2	protein_coding	0	0	2	4	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1
TEX33	TEX33	NM_178552.4	protein_coding	0	0	0	6	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
TFIP11	TFIP11	NM_001008697.2	protein_coding	0	1	0	6	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0
TFIP11	TFIP11	NM_001346857.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0
TFIP11	TFIP11	NM_001346858.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0
TFIP11	TFIP11	NM_001346859.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0
TFIP11	TFIP11	NM_001346861.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0
TFIP11	TFIP11	NM_001346862.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0
TFIP11	TFIP11	NM_012143.4	protein_coding	0	1	0	6	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0
THAP7	THAP7	NM_001008695.1	protein_coding	0	0	1	3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
THAP7	THAP7	NM_030573.3	protein_coding	0	0	1	4	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0
THAP7-AS1	THAP7-AS1	NR_027051.1		0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
THAP7-AS1	THAP7-AS1	NR_027052.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
THOC5	THOC5	NM_001002877.2	protein_coding	0	0	2	7	1	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0
THOC5	THOC5	NM_001002878.1	protein_coding	0	0	2	7	1	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0
THOC5	THOC5	NM_001002879.1	protein_coding	0	0	2	7	1	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0
THOC5	THOC5	NM_003678.5	protein_coding	0	0	2	7	1	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0
TIMP3	TIMP3	NM_000362.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMEM121B	TMEM121B	NM_001163079.2	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMEM121B	TMEM121B	NM_031890.4	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMEM184B	TMEM184B	NM_001195071.1	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
TMEM184B	TMEM184B	NM_001195072.2	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
TMEM184B	TMEM184B	NM_012264.5	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
TMEM191A	TMEM191A	NR_026815.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMPRSS6	TMPRSS6	NM_001289000.2	protein_coding	0	3	1	7	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	3	0
TMPRSS6	TMPRSS6	NM_001289001.2	protein_coding	0	3	1	7	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	3	0
TMPRSS6	TMPRSS6	NM_153609.3	protein_coding	0	3	1	7	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	3	0
TNRC6B	TNRC6B	NM_001024843.1	protein_coding	0	1	1	4	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0
TNRC6B	TNRC6B	NM_001162501.2	protein_coding	0	1	1	4	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0
TNRC6B	TNRC6B	NM_015088.3	protein_coding	0	1	1	4	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0
TOB2	TOB2	NM_016272.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TOM1	TOM1	NM_001135729.1	protein_coding	0	2	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	2	0
TOM1	TOM1	NM_001135730.1	protein_coding	0	2	0	5	0	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	2	0
TOM1	TOM1	NM_001135732.1	protein_coding	0	2	0	5	0	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	2	0
TOM1	TOM1	NM_005488.3	protein_coding	0	2	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	1
TOM1	TOM1	NR_024194.2		0	1	0	6	0	0	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	1
TOM1	TOM1	NR_024195.2		0	1	0	6	0	0	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	1
TOM1	TOM1	NR_156428.2		0	1	0	6	0	0	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	1
TOMM22	TOMM22	NM_020243.5	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_001282112.2	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_001282113.2	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_001349845.2	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_001349847.2	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_001349848.2	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_001349850.2	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_001349851.2	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_001349852.2	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NM_003935.5	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TOP3B	TOP3B	NR_146277.2		0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
TPST2	TPST2	NM_001008566.3	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
TPST2	TPST2	NM_001362922.2	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
TPST2	TPST2	NM_001362923.2	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
TPST2	TPST2	NM_003595.5	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
TPTEP1	TPTEP1	NR_001591.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TPTEP2-CSNK1E	TPTEP2-CSNK1E	NM_001289912.2	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
TRABD	TRABD	NM_001320484.2	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRABD	TRABD	NM_001320485.2	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRABD	TRABD	NM_001320487.2	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRABD	TRABD	NM_001320488.2	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRABD	TRABD	NM_025204.4	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRABD	TRABD	NR_135275.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
TRIOBP	TRIOBP	NM_001039141.3	protein_coding	0	1	4	17	0	0	1	0	0	0	0	0	0	16	4	0	0	0	0	0	1	0
TRIOBP	TRIOBP	NM_007032.5	protein_coding	0	1	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	2
TRIOBP	TRIOBP	NM_138632.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
TRMT2A	TRMT2A	NM_001257994.2	protein_coding	0	1	0	7	0	0	0	0	0	0	0	3	0	5	0	0	0	1	0	0	0	0
